dataset,n,colors,algorithm,mode,fairness_combination,epsilon,delta,weightA,weightB,alpha,beta,num_diff_constraints,num_ratio_constraints,num_coverage_constraints,coverage_percent,dimensions,range_from,range_to,range_size,range_bucket,range_position,iterations_done,file_load_ms,build_time_ms,avg_query_time_ms,min_query_time_ms,max_query_time_ms,result,result_from,result_to,similarity,tle
live_l2_unique_32k.csv,32000,3,bfs,fair_cov,C,0.0,0.0,1.0,1.0,0.5,0.5,0,0,1,5,0,1779111352.905882,1779111973.005692,621.0998101234436,large,low,3,N/A,6.65,0.00,0.00,0.00,"[1779111352.9059,1779111973.0057]",1779111352.9059,1779111973.0057,1.0000,NO
live_l2_unique_32k.csv,32000,3,bfs,fair_cov,C,0.0,0.0,1.0,1.0,0.5,0.5,0,0,1,5,0,1779111357.968383,1779111978.4275968,621.4592137336731,large,low,3,N/A,6.65,0.00,0.00,0.00,"[1779111357.9684,1779111978.4276]",1779111357.9684,1779111978.4276,1.0000,NO
live_l2_unique_32k.csv,32000,3,trees,range_opt,C,0.0,0.0,1.0,1.0,0.5,0.5,0,0,1,5,0,1779111142.4972541,1779111267.3736467,125.87639260292053,small,low,3,N/A,10.65,0.00,0.00,0.01,"[1779111142.4973,1779111267.3736]",1779111142.4973,1779111267.3736,1.0000,NO
live_l2_unique_32k.csv,32000,3,trees,range_opt,C,0.0,0.0,1.0,1.0,0.5,0.5,0,0,1,5,0,1779111748.6595163,1779111876.7233472,129.06383085250854,small,mid,3,N/A,10.65,0.00,0.00,0.00,"[1779111748.6595,1779111876.6296]",1779111748.6595,1779111876.6296,1.0000,NO
live_l2_unique_32k.csv,32000,3,trees,range_opt,C,0.0,0.0,1.0,1.0,0.5,0.5,0,0,1,5,0,1779111882.1296074,1779112005.474537,124.34492945671082,small,mid,3,N/A,10.65,0.00,0.00,0.00,"[1779111882.1296,1779112005.4745]",1779111882.1296,1779112005.4745,1.0000,NO
live_l2_unique_32k.csv,32000,3,trees,range_opt,C,0.0,0.0,1.0,1.0,0.5,0.5,0,0,1,5,0,1779111651.392963,1779112027.8971555,377.5041925907135,medium,mid,3,N/A,10.65,0.00,0.00,0.00,"[1779111651.3930,1779112027.8972]",1779111651.3930,1779112027.8972,1.0000,NO
live_l2_unique_32k.csv,32000,3,trees,range_opt,C,0.0,0.0,1.0,1.0,0.5,0.5,0,0,1,5,0,1779111258.920505,1779111628.0176535,370.0971484184265,medium,low,3,N/A,10.65,0.00,0.00,0.00,"[1779111258.9205,1779111628.0177]",1779111258.9205,1779111628.0177,1.0000,NO
live_l2_unique_32k.csv,32000,3,trees,range_opt,C,0.0,0.0,1.0,1.0,0.5,0.5,0,0,1,5,0,1779111255.014251,1779111624.3145168,370.300265789032,medium,low,3,N/A,10.65,0.00,0.00,0.00,"[1779111255.0143,1779111624.3145]",1779111255.0143,1779111624.3145,1.0000,NO
live_l2_unique_32k.csv,32000,3,trees,range_opt,C,0.0,0.0,1.0,1.0,0.5,0.5,0,0,1,5,0,1779111567.3453128,1779112190.9954793,624.6501665115356,large,mid,3,N/A,10.65,0.00,0.00,0.00,"[1779111567.3453,1779112190.9955]",1779111567.3453,1779112190.9955,1.0000,NO
live_l2_unique_32k.csv,32000,3,trees,range_opt,C,0.0,0.0,1.0,1.0,0.5,0.5,0,0,1,5,0,1779111352.905882,1779111973.005692,621.0998101234436,large,low,3,N/A,10.65,0.00,0.00,0.00,"[1779111352.9059,1779111973.0057]",1779111352.9059,1779111973.0057,1.0000,NO
live_l2_unique_32k.csv,32000,3,trees,range_opt,C,0.0,0.0,1.0,1.0,0.5,0.5,0,0,1,5,0,1779111357.968383,1779111978.4275968,621.4592137336731,large,low,3,N/A,10.65,0.00,0.00,0.00,"[1779111357.9684,1779111978.4276]",1779111357.9684,1779111978.4276,1.0000,NO
live_l2_unique_32k.csv,32000,3,trees,kd_opt,C,0.0,0.0,1.0,1.0,0.5,0.5,0,0,1,5,0,1779111142.4972541,1779111267.3736467,125.87639260292053,small,low,3,N/A,8.90,0.00,0.00,0.01,"[1779111142.4973,1779111267.3736]",1779111142.4973,1779111267.3736,1.0000,NO
live_l2_unique_32k.csv,32000,3,trees,kd_opt,C,0.0,0.0,1.0,1.0,0.5,0.5,0,0,1,5,0,1779111748.6595163,1779111876.7233472,129.06383085250854,small,mid,3,N/A,8.90,0.00,0.00,0.00,"[1779111748.6595,1779111876.6296]",1779111748.6595,1779111876.6296,1.0000,NO
live_l2_unique_32k.csv,32000,3,trees,kd_opt,C,0.0,0.0,1.0,1.0,0.5,0.5,0,0,1,5,0,1779111882.1296074,1779112005.474537,124.34492945671082,small,mid,3,N/A,8.90,0.00,0.00,0.00,"[1779111882.1296,1779112005.4745]",1779111882.1296,1779112005.4745,1.0000,NO
live_l2_unique_32k.csv,32000,3,trees,kd_opt,C,0.0,0.0,1.0,1.0,0.5,0.5,0,0,1,5,0,1779111651.392963,1779112027.8971555,377.5041925907135,medium,mid,3,N/A,8.90,0.00,0.00,0.00,"[1779111651.3930,1779112027.8972]",1779111651.3930,1779112027.8972,1.0000,NO
live_l2_unique_32k.csv,32000,3,trees,kd_opt,C,0.0,0.0,1.0,1.0,0.5,0.5,0,0,1,5,0,1779111258.920505,1779111628.0176535,370.0971484184265,medium,low,3,N/A,8.90,0.00,0.00,0.00,"[1779111258.9205,1779111628.0177]",1779111258.9205,1779111628.0177,1.0000,NO
live_l2_unique_32k.csv,32000,3,trees,kd_opt,C,0.0,0.0,1.0,1.0,0.5,0.5,0,0,1,5,0,1779111255.014251,1779111624.3145168,370.300265789032,medium,low,3,N/A,8.90,0.00,0.00,0.00,"[1779111255.0143,1779111624.3145]",1779111255.0143,1779111624.3145,1.0000,NO
live_l2_unique_32k.csv,32000,3,trees,kd_opt,C,0.0,0.0,1.0,1.0,0.5,0.5,0,0,1,5,0,1779111567.3453128,1779112190.9954793,624.6501665115356,large,mid,3,N/A,8.90,0.00,0.00,0.00,"[1779111567.3453,1779112190.9955]",1779111567.3453,1779112190.9955,1.0000,NO
live_l2_unique_32k.csv,32000,3,trees,kd_opt,C,0.0,0.0,1.0,1.0,0.5,0.5,0,0,1,5,0,1779111352.905882,1779111973.005692,621.0998101234436,large,low,3,N/A,8.90,0.00,0.00,0.00,"[1779111352.9059,1779111973.0057]",1779111352.9059,1779111973.0057,1.0000,NO
live_l2_unique_32k.csv,32000,3,trees,kd_opt,C,0.0,0.0,1.0,1.0,0.5,0.5,0,0,1,5,0,1779111357.968383,1779111978.4275968,621.4592137336731,large,low,3,N/A,8.90,0.00,0.00,0.00,"[1779111357.9684,1779111978.4276]",1779111357.9684,1779111978.4276,1.0000,NO
live_l2_unique_32k.csv,32000,3,trees,rtree_opt,C,0.0,0.0,1.0,1.0,0.5,0.5,0,0,1,5,0,1779111142.4972541,1779111267.3736467,125.87639260292053,small,low,3,N/A,9.97,0.01,0.01,0.01,"[1779111142.4973,1779111267.3736]",1779111142.4973,1779111267.3736,1.0000,NO
live_l2_unique_32k.csv,32000,3,trees,rtree_opt,C,0.0,0.0,1.0,1.0,0.5,0.5,0,0,1,5,0,1779111748.6595163,1779111876.7233472,129.06383085250854,small,mid,3,N/A,9.97,0.00,0.00,0.00,"[1779111748.6595,1779111876.6296]",1779111748.6595,1779111876.6296,1.0000,NO
live_l2_unique_32k.csv,32000,3,trees,rtree_opt,C,0.0,0.0,1.0,1.0,0.5,0.5,0,0,1,5,0,1779111882.1296074,1779112005.474537,124.34492945671082,small,mid,3,N/A,9.97,0.00,0.00,0.01,"[1779111882.1296,1779112005.4745]",1779111882.1296,1779112005.4745,1.0000,NO
live_l2_unique_32k.csv,32000,3,trees,rtree_opt,C,0.0,0.0,1.0,1.0,0.5,0.5,0,0,1,5,0,1779111651.392963,1779112027.8971555,377.5041925907135,medium,mid,3,N/A,9.97,0.00,0.00,0.00,"[1779111651.3930,1779112027.8972]",1779111651.3930,1779112027.8972,1.0000,NO
live_l2_unique_32k.csv,32000,3,trees,rtree_opt,C,0.0,0.0,1.0,1.0,0.5,0.5,0,0,1,5,0,1779111258.920505,1779111628.0176535,370.0971484184265,medium,low,3,N/A,9.97,0.00,0.00,0.00,"[1779111258.9205,1779111628.0177]",1779111258.9205,1779111628.0177,1.0000,NO
live_l2_unique_32k.csv,32000,3,trees,rtree_opt,C,0.0,0.0,1.0,1.0,0.5,0.5,0,0,1,5,0,1779111255.014251,1779111624.3145168,370.300265789032,medium,low,3,N/A,9.97,0.00,0.00,0.00,"[1779111255.0143,1779111624.3145]",1779111255.0143,1779111624.3145,1.0000,NO
live_l2_unique_32k.csv,32000,3,trees,rtree_opt,C,0.0,0.0,1.0,1.0,0.5,0.5,0,0,1,5,0,1779111567.3453128,1779112190.9954793,624.6501665115356,large,mid,3,N/A,9.97,0.00,0.00,0.00,"[1779111567.3453,1779112190.9955]",1779111567.3453,1779112190.9955,1.0000,NO
live_l2_unique_32k.csv,32000,3,trees,rtree_opt,C,0.0,0.0,1.0,1.0,0.5,0.5,0,0,1,5,0,1779111352.905882,1779111973.005692,621.0998101234436,large,low,3,N/A,9.97,0.00,0.00,0.00,"[1779111352.9059,1779111973.0057]",1779111352.9059,1779111973.0057,1.0000,NO
live_l2_unique_32k.csv,32000,3,trees,rtree_opt,C,0.0,0.0,1.0,1.0,0.5,0.5,0,0,1,5,0,1779111357.968383,1779111978.4275968,621.4592137336731,large,low,3,N/A,9.97,0.00,0.00,0.00,"[1779111357.9684,1779111978.4276]",1779111357.9684,1779111978.4276,1.0000,NO
live_l2_unique_32k.csv,32000,3,trees,rstar_opt,C,0.0,0.0,1.0,1.0,0.5,0.5,0,0,1,5,0,1779111142.4972541,1779111267.3736467,125.87639260292053,small,low,3,N/A,9.86,0.01,0.01,0.01,"[1779111142.4973,1779111267.3736]",1779111142.4973,1779111267.3736,1.0000,NO
live_l2_unique_32k.csv,32000,3,trees,rstar_opt,C,0.0,0.0,1.0,1.0,0.5,0.5,0,0,1,5,0,1779111748.6595163,1779111876.7233472,129.06383085250854,small,mid,3,N/A,9.86,0.00,0.00,0.00,"[1779111748.6595,1779111876.6296]",1779111748.6595,1779111876.6296,1.0000,NO
live_l2_unique_32k.csv,32000,3,trees,rstar_opt,C,0.0,0.0,1.0,1.0,0.5,0.5,0,0,1,5,0,1779111882.1296074,1779112005.474537,124.34492945671082,small,mid,3,N/A,9.86,0.00,0.00,0.00,"[1779111882.1296,1779112005.4745]",1779111882.1296,1779112005.4745,1.0000,NO
live_l2_unique_32k.csv,32000,3,trees,rstar_opt,C,0.0,0.0,1.0,1.0,0.5,0.5,0,0,1,5,0,1779111651.392963,1779112027.8971555,377.5041925907135,medium,mid,3,N/A,9.86,0.00,0.00,0.00,"[1779111651.3930,1779112027.8972]",1779111651.3930,1779112027.8972,1.0000,NO
live_l2_unique_32k.csv,32000,3,trees,rstar_opt,C,0.0,0.0,1.0,1.0,0.5,0.5,0,0,1,5,0,1779111258.920505,1779111628.0176535,370.0971484184265,medium,low,3,N/A,9.86,0.00,0.00,0.00,"[1779111258.9205,1779111628.0177]",1779111258.9205,1779111628.0177,1.0000,NO
live_l2_unique_32k.csv,32000,3,trees,rstar_opt,C,0.0,0.0,1.0,1.0,0.5,0.5,0,0,1,5,0,1779111255.014251,1779111624.3145168,370.300265789032,medium,low,3,N/A,9.86,0.00,0.00,0.00,"[1779111255.0143,1779111624.3145]",1779111255.0143,1779111624.3145,1.0000,NO
live_l2_unique_32k.csv,32000,3,trees,rstar_opt,C,0.0,0.0,1.0,1.0,0.5,0.5,0,0,1,5,0,1779111567.3453128,1779112190.9954793,624.6501665115356,large,mid,3,N/A,9.86,0.00,0.00,0.00,"[1779111567.3453,1779112190.9955]",1779111567.3453,1779112190.9955,1.0000,NO
live_l2_unique_32k.csv,32000,3,trees,rstar_opt,C,0.0,0.0,1.0,1.0,0.5,0.5,0,0,1,5,0,1779111352.905882,1779111973.005692,621.0998101234436,large,low,3,N/A,9.86,0.00,0.00,0.00,"[1779111352.9059,1779111973.0057]",1779111352.9059,1779111973.0057,1.0000,NO
live_l2_unique_32k.csv,32000,3,trees,rstar_opt,C,0.0,0.0,1.0,1.0,0.5,0.5,0,0,1,5,0,1779111357.968383,1779111978.4275968,621.4592137336731,large,low,3,N/A,9.86,0.00,0.00,0.00,"[1779111357.9684,1779111978.4276]",1779111357.9684,1779111978.4276,1.0000,NO
live_l2_unique_32k.csv,32000,3,brute,fair_cov,C,0.0,0.0,1.0,1.0,0.5,0.5,0,0,1,15,0,1779111142.4972541,1779111267.3736467,125.87639260292053,small,low,3,N/A,6.59,2630.60,2624.39,2639.40,"[1779111142.4973,1779111267.3736]",1779111142.4973,1779111267.3736,1.0000,NO
live_l2_unique_32k.csv,32000,3,brute,fair_cov,C,0.0,0.0,1.0,1.0,0.5,0.5,0,0,1,15,0,1779111748.6595163,1779111876.7233472,129.06383085250854,small,mid,3,N/A,6.59,2565.16,2549.68,2583.80,"[1779111748.6595,1779111876.6296]",1779111748.6595,1779111876.6296,1.0000,NO
live_l2_unique_32k.csv,32000,3,brute,fair_cov,C,0.0,0.0,1.0,1.0,0.5,0.5,0,0,1,15,0,1779111882.1296074,1779112005.474537,124.34492945671082,small,mid,3,N/A,6.59,2591.04,2578.73,2600.77,"[1779111882.1296,1779112005.4745]",1779111882.1296,1779112005.4745,1.0000,NO
live_l2_unique_32k.csv,32000,3,brute,fair_cov,C,0.0,0.0,1.0,1.0,0.5,0.5,0,0,1,15,0,1779111651.392963,1779112027.8971555,377.5041925907135,medium,mid,3,N/A,6.59,2160.85,2149.65,2167.28,"[1779111651.3930,1779112027.8972]",1779111651.3930,1779112027.8972,1.0000,NO
live_l2_unique_32k.csv,32000,3,brute,fair_cov,C,0.0,0.0,1.0,1.0,0.5,0.5,0,0,1,15,0,1779111258.920505,1779111628.0176535,370.0971484184265,medium,low,3,N/A,6.59,2164.51,2159.97,2167.52,"[1779111258.9205,1779111628.0177]",1779111258.9205,1779111628.0177,1.0000,NO
live_l2_unique_32k.csv,32000,3,brute,fair_cov,C,0.0,0.0,1.0,1.0,0.5,0.5,0,0,1,15,0,1779111255.014251,1779111624.3145168,370.300265789032,medium,low,3,N/A,6.59,2162.10,2153.00,2174.93,"[1779111255.0143,1779111624.3145]",1779111255.0143,1779111624.3145,1.0000,NO
live_l2_unique_32k.csv,32000,3,brute,fair_cov,C,0.0,0.0,1.0,1.0,0.5,0.5,0,0,1,15,0,1779111567.3453128,1779112190.9954793,624.6501665115356,large,mid,3,N/A,6.59,1818.28,1814.25,1822.16,"[1779111567.3453,1779112190.9955]",1779111567.3453,1779112190.9955,1.0000,NO
live_l2_unique_32k.csv,32000,3,brute,fair_cov,C,0.0,0.0,1.0,1.0,0.5,0.5,0,0,1,15,0,1779111352.905882,1779111973.005692,621.0998101234436,large,low,3,N/A,6.59,1804.69,1803.33,1806.26,"[1779111352.9059,1779111973.0057]",1779111352.9059,1779111973.0057,1.0000,NO
live_l2_unique_32k.csv,32000,3,brute,fair_cov,C,0.0,0.0,1.0,1.0,0.5,0.5,0,0,1,15,0,1779111357.968383,1779111978.4275968,621.4592137336731,large,low,3,N/A,6.59,1799.49,1792.44,1803.61,"[1779111357.9684,1779111978.4276]",1779111357.9684,1779111978.4276,1.0000,NO
live_l2_unique_32k.csv,32000,3,bfs,fair_cov,C,0.0,0.0,1.0,1.0,0.5,0.5,0,0,1,15,0,1779111142.4972541,1779111267.3736467,125.87639260292053,small,low,3,N/A,6.68,0.00,0.00,0.00,"[1779111142.4973,1779111267.3736]",1779111142.4973,1779111267.3736,1.0000,NO
live_l2_unique_32k.csv,32000,3,bfs,fair_cov,C,0.0,0.0,1.0,1.0,0.5,0.5,0,0,1,15,0,1779111748.6595163,1779111876.7233472,129.06383085250854,small,mid,3,N/A,6.68,0.00,0.00,0.00,"[1779111748.6595,1779111876.6296]",1779111748.6595,1779111876.6296,1.0000,NO
live_l2_unique_32k.csv,32000,3,bfs,fair_cov,C,0.0,0.0,1.0,1.0,0.5,0.5,0,0,1,15,0,1779111882.1296074,1779112005.474537,124.34492945671082,small,mid,3,N/A,6.68,0.00,0.00,0.00,"[1779111882.1296,1779112005.4745]",1779111882.1296,1779112005.4745,1.0000,NO
live_l2_unique_32k.csv,32000,3,bfs,fair_cov,C,0.0,0.0,1.0,1.0,0.5,0.5,0,0,1,15,0,1779111651.392963,1779112027.8971555,377.5041925907135,medium,mid,3,N/A,6.68,0.00,0.00,0.00,"[1779111651.3930,1779112027.8972]",1779111651.3930,1779112027.8972,1.0000,NO
live_l2_unique_32k.csv,32000,3,bfs,fair_cov,C,0.0,0.0,1.0,1.0,0.5,0.5,0,0,1,15,0,1779111258.920505,1779111628.0176535,370.0971484184265,medium,low,3,N/A,6.68,0.00,0.00,0.00,"[1779111258.9205,1779111628.0177]",1779111258.9205,1779111628.0177,1.0000,NO
live_l2_unique_32k.csv,32000,3,bfs,fair_cov,C,0.0,0.0,1.0,1.0,0.5,0.5,0,0,1,15,0,1779111255.014251,1779111624.3145168,370.300265789032,medium,low,3,N/A,6.68,0.00,0.00,0.00,"[1779111255.0143,1779111624.3145]",1779111255.0143,1779111624.3145,1.0000,NO
live_l2_unique_32k.csv,32000,3,bfs,fair_cov,C,0.0,0.0,1.0,1.0,0.5,0.5,0,0,1,15,0,1779111567.3453128,1779112190.9954793,624.6501665115356,large,mid,3,N/A,6.68,0.00,0.00,0.00,"[1779111567.3453,1779112190.9955]",1779111567.3453,1779112190.9955,1.0000,NO
live_l2_unique_32k.csv,32000,3,bfs,fair_cov,C,0.0,0.0,1.0,1.0,0.5,0.5,0,0,1,15,0,1779111352.905882,1779111973.005692,621.0998101234436,large,low,3,N/A,6.68,0.00,0.00,0.00,"[1779111352.9059,1779111973.0057]",1779111352.9059,1779111973.0057,1.0000,NO
live_l2_unique_32k.csv,32000,3,bfs,fair_cov,C,0.0,0.0,1.0,1.0,0.5,0.5,0,0,1,15,0,1779111357.968383,1779111978.4275968,621.4592137336731,large,low,3,N/A,6.68,0.00,0.00,0.00,"[1779111357.9684,1779111978.4276]",1779111357.9684,1779111978.4276,1.0000,NO
live_l2_unique_32k.csv,32000,3,trees,range_opt,C,0.0,0.0,1.0,1.0,0.5,0.5,0,0,1,15,0,1779111142.4972541,1779111267.3736467,125.87639260292053,small,low,3,N/A,10.67,0.00,0.00,0.01,"[1779111142.4973,1779111267.3736]",1779111142.4973,1779111267.3736,1.0000,NO
live_l2_unique_32k.csv,32000,3,trees,range_opt,C,0.0,0.0,1.0,1.0,0.5,0.5,0,0,1,15,0,1779111748.6595163,1779111876.7233472,129.06383085250854,small,mid,3,N/A,10.67,0.00,0.00,0.00,"[1779111748.6595,1779111876.6296]",1779111748.6595,1779111876.6296,1.0000,NO
live_l2_unique_32k.csv,32000,3,trees,range_opt,C,0.0,0.0,1.0,1.0,0.5,0.5,0,0,1,15,0,1779111882.1296074,1779112005.474537,124.34492945671082,small,mid,3,N/A,10.67,0.00,0.00,0.00,"[1779111882.1296,1779112005.4745]",1779111882.1296,1779112005.4745,1.0000,NO
live_l2_unique_32k.csv,32000,3,trees,range_opt,C,0.0,0.0,1.0,1.0,0.5,0.5,0,0,1,15,0,1779111651.392963,1779112027.8971555,377.5041925907135,medium,mid,3,N/A,10.67,0.00,0.00,0.00,"[1779111651.3930,1779112027.8972]",1779111651.3930,1779112027.8972,1.0000,NO
live_l2_unique_32k.csv,32000,3,trees,range_opt,C,0.0,0.0,1.0,1.0,0.5,0.5,0,0,1,15,0,1779111258.920505,1779111628.0176535,370.0971484184265,medium,low,3,N/A,10.67,0.00,0.00,0.00,"[1779111258.9205,1779111628.0177]",1779111258.9205,1779111628.0177,1.0000,NO
live_l2_unique_32k.csv,32000,3,trees,range_opt,C,0.0,0.0,1.0,1.0,0.5,0.5,0,0,1,15,0,1779111255.014251,1779111624.3145168,370.300265789032,medium,low,3,N/A,10.67,0.00,0.00,0.00,"[1779111255.0143,1779111624.3145]",1779111255.0143,1779111624.3145,1.0000,NO
live_l2_unique_32k.csv,32000,3,trees,range_opt,C,0.0,0.0,1.0,1.0,0.5,0.5,0,0,1,15,0,1779111567.3453128,1779112190.9954793,624.6501665115356,large,mid,3,N/A,10.67,0.00,0.00,0.00,"[1779111567.3453,1779112190.9955]",1779111567.3453,1779112190.9955,1.0000,NO
live_l2_unique_32k.csv,32000,3,trees,range_opt,C,0.0,0.0,1.0,1.0,0.5,0.5,0,0,1,15,0,1779111352.905882,1779111973.005692,621.0998101234436,large,low,3,N/A,10.67,0.00,0.00,0.00,"[1779111352.9059,1779111973.0057]",1779111352.9059,1779111973.0057,1.0000,NO
live_l2_unique_32k.csv,32000,3,trees,range_opt,C,0.0,0.0,1.0,1.0,0.5,0.5,0,0,1,15,0,1779111357.968383,1779111978.4275968,621.4592137336731,large,low,3,N/A,10.67,0.00,0.00,0.00,"[1779111357.9684,1779111978.4276]",1779111357.9684,1779111978.4276,1.0000,NO
live_l2_unique_32k.csv,32000,3,trees,kd_opt,C,0.0,0.0,1.0,1.0,0.5,0.5,0,0,1,15,0,1779111142.4972541,1779111267.3736467,125.87639260292053,small,low,3,N/A,8.94,0.00,0.00,0.00,"[1779111142.4973,1779111267.3736]",1779111142.4973,1779111267.3736,1.0000,NO
live_l2_unique_32k.csv,32000,3,trees,kd_opt,C,0.0,0.0,1.0,1.0,0.5,0.5,0,0,1,15,0,1779111748.6595163,1779111876.7233472,129.06383085250854,small,mid,3,N/A,8.94,0.00,0.00,0.00,"[1779111748.6595,1779111876.6296]",1779111748.6595,1779111876.6296,1.0000,NO
live_l2_unique_32k.csv,32000,3,trees,kd_opt,C,0.0,0.0,1.0,1.0,0.5,0.5,0,0,1,15,0,1779111882.1296074,1779112005.474537,124.34492945671082,small,mid,3,N/A,8.94,0.00,0.00,0.00,"[1779111882.1296,1779112005.4745]",1779111882.1296,1779112005.4745,1.0000,NO
live_l2_unique_32k.csv,32000,3,trees,kd_opt,C,0.0,0.0,1.0,1.0,0.5,0.5,0,0,1,15,0,1779111651.392963,1779112027.8971555,377.5041925907135,medium,mid,3,N/A,8.94,0.00,0.00,0.00,"[1779111651.3930,1779112027.8972]",1779111651.3930,1779112027.8972,1.0000,NO
