dataset,n,colors,algorithm,mode,fairness_combination,epsilon,delta,weightA,weightB,alpha,beta,num_diff_constraints,num_ratio_constraints,num_coverage_constraints,coverage_percent,dimensions,range_from,range_to,range_size,range_bucket,range_position,iterations_done,file_load_ms,build_time_ms,avg_query_time_ms,min_query_time_ms,max_query_time_ms,result,result_from,result_to,similarity,tle
40000_5,40000,5,bfs,fair_cov,C,0.0,0.0,1.0,1.0,0.5,0.5,0,0,1,55,0,27312,39311,12000,medium,high,1,N/A,N/A,N/A,N/A,N/A,"[NA,NA]",NA,NA,0.0,YES
40000_5,40000,5,bfs,fair_cov,C,0.0,0.0,1.0,1.0,0.5,0.5,0,0,1,55,0,3101,15100,12000,medium,low,1,N/A,N/A,N/A,N/A,N/A,"[NA,NA]",NA,NA,0.0,YES
40000_5,40000,5,bfs,fair_cov,C,0.0,0.0,1.0,1.0,0.5,0.5,0,0,1,55,0,3515,15514,12000,medium,low,1,N/A,N/A,N/A,N/A,N/A,"[NA,NA]",NA,NA,0.0,YES
40000_5,40000,5,bfs,fair_cov,C,0.0,0.0,1.0,1.0,0.5,0.5,0,0,1,55,0,19248,39247,20000,large,mid,1,N/A,N/A,N/A,N/A,N/A,"[NA,NA]",NA,NA,0.0,YES
40000_5,40000,5,bfs,fair_cov,C,0.0,0.0,1.0,1.0,0.5,0.5,0,0,1,55,0,11863,31862,20000,large,low,1,N/A,N/A,N/A,N/A,N/A,"[NA,NA]",NA,NA,0.0,YES
40000_5,40000,5,bfs,fair_cov,C,0.0,0.0,1.0,1.0,0.5,0.5,0,0,1,55,0,18274,38273,20000,large,mid,1,N/A,N/A,N/A,N/A,N/A,"[NA,NA]",NA,NA,0.0,YES
40000_5,40000,5,trees,range_opt,C,0.0,0.0,1.0,1.0,0.5,0.5,0,0,1,55,0,35783,39782,4000,small,high,3,N/A,12.22,587.90,587.24,588.70,"[29134.0000,39884.0000]",29134.0000,39884.0000,0.5423,NO
40000_5,40000,5,trees,range_opt,C,0.0,0.0,1.0,1.0,0.5,0.5,0,0,1,55,0,24823,28822,4000,small,mid,3,N/A,12.22,1390.33,1384.98,1394.86,"[23894.0000,34714.0000]",23894.0000,34714.0000,0.5398,NO
40000_5,40000,5,trees,range_opt,C,0.0,0.0,1.0,1.0,0.5,0.5,0,0,1,55,0,6848,10847,4000,small,low,3,N/A,12.22,1232.10,1227.59,1237.27,"[6537.0000,17452.0000]",6537.0000,17452.0000,0.5363,NO
40000_5,40000,5,trees,range_opt,C,0.0,0.0,1.0,1.0,0.5,0.5,0,0,1,55,0,27312,39311,12000,medium,high,3,N/A,12.22,1073.65,1073.13,1074.25,"[7365.0000,39970.0000]",7365.0000,39970.0000,0.5380,NO
40000_5,40000,5,trees,range_opt,C,0.0,0.0,1.0,1.0,0.5,0.5,0,0,1,55,0,3101,15100,12000,medium,low,3,N/A,12.22,726.56,719.05,736.03,"[420.0000,33253.0000]",420.0000,33253.0000,0.5353,NO
40000_5,40000,5,trees,range_opt,C,0.0,0.0,1.0,1.0,0.5,0.5,0,0,1,55,0,3515,15514,12000,medium,low,3,N/A,12.22,724.23,712.24,732.69,"[420.0000,33253.0000]",420.0000,33253.0000,0.5353,NO
40000_5,40000,5,trees,range_opt,C,0.0,0.0,1.0,1.0,0.5,0.5,0,0,1,55,0,19248,39247,20000,large,mid,3,N/A,12.22,0.11,0.11,0.11,"[NA,NA]",NA,NA,0.0,NO
40000_5,40000,5,trees,range_opt,C,0.0,0.0,1.0,1.0,0.5,0.5,0,0,1,55,0,11863,31862,20000,large,low,3,N/A,12.22,0.15,0.15,0.15,"[NA,NA]",NA,NA,0.0,NO
40000_5,40000,5,trees,range_opt,C,0.0,0.0,1.0,1.0,0.5,0.5,0,0,1,55,0,18274,38273,20000,large,mid,3,N/A,12.22,0.12,0.12,0.12,"[NA,NA]",NA,NA,0.0,NO
40000_5,40000,5,trees,kd_opt,C,0.0,0.0,1.0,1.0,0.5,0.5,0,0,1,55,0,35783,39782,4000,small,high,3,N/A,9.92,0.50,0.50,0.51,"[29134.0000,39884.0000]",29134.0000,39884.0000,0.5423,NO
40000_5,40000,5,trees,kd_opt,C,0.0,0.0,1.0,1.0,0.5,0.5,0,0,1,55,0,24823,28822,4000,small,mid,3,N/A,9.92,1.72,1.71,1.74,"[23894.0000,34714.0000]",23894.0000,34714.0000,0.5398,NO
40000_5,40000,5,trees,kd_opt,C,0.0,0.0,1.0,1.0,0.5,0.5,0,0,1,55,0,6848,10847,4000,small,low,3,N/A,9.92,1.67,1.66,1.68,"[6537.0000,17452.0000]",6537.0000,17452.0000,0.5363,NO
40000_5,40000,5,trees,kd_opt,C,0.0,0.0,1.0,1.0,0.5,0.5,0,0,1,55,0,27312,39311,12000,medium,high,3,N/A,9.92,1.21,1.20,1.22,"[7365.0000,39970.0000]",7365.0000,39970.0000,0.5380,NO
40000_5,40000,5,trees,kd_opt,C,0.0,0.0,1.0,1.0,0.5,0.5,0,0,1,55,0,3101,15100,12000,medium,low,3,N/A,9.92,1.18,1.16,1.20,"[420.0000,33253.0000]",420.0000,33253.0000,0.5353,NO
40000_5,40000,5,trees,kd_opt,C,0.0,0.0,1.0,1.0,0.5,0.5,0,0,1,55,0,3515,15514,12000,medium,low,3,N/A,9.92,1.19,1.17,1.21,"[420.0000,33253.0000]",420.0000,33253.0000,0.5353,NO
40000_5,40000,5,trees,kd_opt,C,0.0,0.0,1.0,1.0,0.5,0.5,0,0,1,55,0,19248,39247,20000,large,mid,3,N/A,9.92,0.11,0.11,0.11,"[NA,NA]",NA,NA,0.0,NO
40000_5,40000,5,trees,kd_opt,C,0.0,0.0,1.0,1.0,0.5,0.5,0,0,1,55,0,11863,31862,20000,large,low,3,N/A,9.92,0.15,0.15,0.16,"[NA,NA]",NA,NA,0.0,NO
40000_5,40000,5,trees,kd_opt,C,0.0,0.0,1.0,1.0,0.5,0.5,0,0,1,55,0,18274,38273,20000,large,mid,3,N/A,9.92,0.12,0.12,0.12,"[NA,NA]",NA,NA,0.0,NO
40000_5,40000,5,trees,rtree_opt,C,0.0,0.0,1.0,1.0,0.5,0.5,0,0,1,55,0,35783,39782,4000,small,high,3,N/A,11.80,1.23,1.22,1.25,"[29134.0000,39884.0000]",29134.0000,39884.0000,0.5423,NO
40000_5,40000,5,trees,rtree_opt,C,0.0,0.0,1.0,1.0,0.5,0.5,0,0,1,55,0,24823,28822,4000,small,mid,3,N/A,11.80,4.03,4.00,4.04,"[23894.0000,34714.0000]",23894.0000,34714.0000,0.5398,NO
40000_5,40000,5,trees,rtree_opt,C,0.0,0.0,1.0,1.0,0.5,0.5,0,0,1,55,0,6848,10847,4000,small,low,3,N/A,11.80,4.05,4.03,4.06,"[6537.0000,17452.0000]",6537.0000,17452.0000,0.5363,NO
40000_5,40000,5,trees,rtree_opt,C,0.0,0.0,1.0,1.0,0.5,0.5,0,0,1,55,0,27312,39311,12000,medium,high,3,N/A,11.80,2.72,2.71,2.73,"[7365.0000,39970.0000]",7365.0000,39970.0000,0.5380,NO
40000_5,40000,5,trees,rtree_opt,C,0.0,0.0,1.0,1.0,0.5,0.5,0,0,1,55,0,3101,15100,12000,medium,low,3,N/A,11.80,2.77,2.75,2.78,"[420.0000,33253.0000]",420.0000,33253.0000,0.5353,NO
40000_5,40000,5,trees,rtree_opt,C,0.0,0.0,1.0,1.0,0.5,0.5,0,0,1,55,0,3515,15514,12000,medium,low,3,N/A,11.80,2.75,2.75,2.76,"[420.0000,33253.0000]",420.0000,33253.0000,0.5353,NO
40000_5,40000,5,trees,rtree_opt,C,0.0,0.0,1.0,1.0,0.5,0.5,0,0,1,55,0,19248,39247,20000,large,mid,3,N/A,11.80,0.11,0.11,0.11,"[NA,NA]",NA,NA,0.0,NO
40000_5,40000,5,trees,rtree_opt,C,0.0,0.0,1.0,1.0,0.5,0.5,0,0,1,55,0,11863,31862,20000,large,low,3,N/A,11.80,0.15,0.14,0.15,"[NA,NA]",NA,NA,0.0,NO
40000_5,40000,5,trees,rtree_opt,C,0.0,0.0,1.0,1.0,0.5,0.5,0,0,1,55,0,18274,38273,20000,large,mid,3,N/A,11.80,0.12,0.12,0.12,"[NA,NA]",NA,NA,0.0,NO
40000_5,40000,5,trees,rstar_opt,C,0.0,0.0,1.0,1.0,0.5,0.5,0,0,1,55,0,35783,39782,4000,small,high,3,N/A,11.48,1.22,1.21,1.23,"[29134.0000,39884.0000]",29134.0000,39884.0000,0.5423,NO
40000_5,40000,5,trees,rstar_opt,C,0.0,0.0,1.0,1.0,0.5,0.5,0,0,1,55,0,24823,28822,4000,small,mid,3,N/A,11.48,4.00,3.98,4.03,"[23894.0000,34714.0000]",23894.0000,34714.0000,0.5398,NO
40000_5,40000,5,trees,rstar_opt,C,0.0,0.0,1.0,1.0,0.5,0.5,0,0,1,55,0,6848,10847,4000,small,low,3,N/A,11.48,4.06,4.05,4.06,"[6537.0000,17452.0000]",6537.0000,17452.0000,0.5363,NO
40000_5,40000,5,trees,rstar_opt,C,0.0,0.0,1.0,1.0,0.5,0.5,0,0,1,55,0,27312,39311,12000,medium,high,3,N/A,11.48,2.70,2.69,2.72,"[7365.0000,39970.0000]",7365.0000,39970.0000,0.5380,NO
40000_5,40000,5,trees,rstar_opt,C,0.0,0.0,1.0,1.0,0.5,0.5,0,0,1,55,0,3101,15100,12000,medium,low,3,N/A,11.48,2.79,2.76,2.85,"[420.0000,33253.0000]",420.0000,33253.0000,0.5353,NO
40000_5,40000,5,trees,rstar_opt,C,0.0,0.0,1.0,1.0,0.5,0.5,0,0,1,55,0,3515,15514,12000,medium,low,3,N/A,11.48,2.78,2.74,2.85,"[420.0000,33253.0000]",420.0000,33253.0000,0.5353,NO
40000_5,40000,5,trees,rstar_opt,C,0.0,0.0,1.0,1.0,0.5,0.5,0,0,1,55,0,19248,39247,20000,large,mid,3,N/A,11.48,0.11,0.11,0.12,"[NA,NA]",NA,NA,0.0,NO
40000_5,40000,5,trees,rstar_opt,C,0.0,0.0,1.0,1.0,0.5,0.5,0,0,1,55,0,11863,31862,20000,large,low,3,N/A,11.48,0.15,0.15,0.15,"[NA,NA]",NA,NA,0.0,NO
40000_5,40000,5,trees,rstar_opt,C,0.0,0.0,1.0,1.0,0.5,0.5,0,0,1,55,0,18274,38273,20000,large,mid,3,N/A,11.48,0.12,0.12,0.12,"[NA,NA]",NA,NA,0.0,NO
