time,color
83.688,SOFT
83.69,MEDIUM
83.691,HARD
83.69200000000001,MEDIUM
83.693,HARD
83.694,HARD
83.695,SOFT
83.696,SOFT
83.697,MEDIUM
83.69800000000001,INTERMEDIATE
83.699,SOFT
83.7,HARD
83.701,MEDIUM
83.702,MEDIUM
83.703,HARD
83.70400000000001,HARD
83.705,SOFT
83.706,HARD
83.707,HARD
83.708,MEDIUM
83.709,MEDIUM
83.711,MEDIUM
83.712,HARD
83.713,HARD
83.714,SOFT
83.715,SOFT
83.71600000000001,HARD
83.717,SOFT
83.719,MEDIUM
83.72,MEDIUM
83.721,SOFT
83.72200000000001,MEDIUM
83.723,SOFT
83.724,HARD
83.725,SOFT
83.726,MEDIUM
83.727,SOFT
83.72800000000001,HARD
83.729,HARD
83.73,MEDIUM
83.731,SOFT
83.732,SOFT
83.733,MEDIUM
83.73400000000001,HARD
83.735,MEDIUM
83.736,MEDIUM
83.737,HARD
83.738,MEDIUM
83.739,HARD
83.74,MEDIUM
83.741,MEDIUM
83.742,MEDIUM
83.743,MEDIUM
83.745,MEDIUM
83.746,SOFT
83.747,HARD
83.748,SOFT
83.749,HARD
83.751,SOFT
83.752,HARD
83.753,HARD
83.754,HARD
83.755,MEDIUM
83.756,MEDIUM
83.757,HARD
83.758,SOFT
83.759,HARD
83.76,MEDIUM
83.761,SOFT
83.762,HARD
83.763,MEDIUM
83.764,MEDIUM
83.765,HARD
83.76599999999999,SOFT
83.767,MEDIUM
83.768,MEDIUM
83.769,MEDIUM
83.77,HARD
83.771,SOFT
83.77199999999999,HARD
83.773,SOFT
83.774,MEDIUM
83.775,MEDIUM
83.776,MEDIUM
83.777,MEDIUM
83.77799999999999,HARD
83.779,HARD
83.78,MEDIUM
83.781,SOFT
83.782,MEDIUM
83.783,MEDIUM
83.785,HARD
83.786,SOFT
83.787,HARD
83.788,MEDIUM
83.789,MEDIUM
83.78999999999999,SOFT
83.791,MEDIUM
83.792,SOFT
83.793,MEDIUM
83.794,MEDIUM
83.795,MEDIUM
83.79599999999999,MEDIUM
83.797,MEDIUM
83.798,SOFT
83.799,MEDIUM
83.8,SOFT
83.801,HARD
83.80199999999999,SOFT
83.804,MEDIUM
83.805,MEDIUM
83.806,HARD
83.807,MEDIUM
83.80799999999999,MEDIUM
83.809,SOFT
83.81,MEDIUM
83.811,MEDIUM
83.812,HARD
83.813,SOFT
83.814,MEDIUM
83.815,SOFT
83.816,MEDIUM
83.81700000000001,HARD
83.818,MEDIUM
83.82,HARD
83.821,SOFT
83.822,MEDIUM
83.82300000000001,MEDIUM
83.824,HARD
83.825,HARD
83.826,SOFT
83.827,MEDIUM
83.828,MEDIUM
83.82900000000001,MEDIUM
83.83,MEDIUM
83.831,HARD
83.832,HARD
83.833,HARD
83.834,SOFT
83.83500000000001,MEDIUM
83.837,SOFT
83.839,SOFT
83.84,SOFT
83.84100000000001,MEDIUM
83.842,SOFT
83.843,MEDIUM
83.844,MEDIUM
83.845,HARD
83.846,SOFT
83.84700000000001,HARD
83.848,MEDIUM
83.849,MEDIUM
83.85,HARD
83.851,HARD
83.852,HARD
83.85300000000001,MEDIUM
83.854,SOFT
83.855,MEDIUM
83.857,HARD
83.858,HARD
83.85900000000001,MEDIUM
83.86,MEDIUM
83.861,SOFT
83.862,MEDIUM
83.863,HARD
83.864,MEDIUM
83.865,HARD
83.866,HARD
83.867,MEDIUM
83.868,SOFT
83.869,MEDIUM
83.87,MEDIUM
83.871,MEDIUM
83.873,MEDIUM
83.874,SOFT
83.875,SOFT
83.876,SOFT
83.877,HARD
83.878,HARD
83.879,MEDIUM
83.88,MEDIUM
83.881,MEDIUM
83.882,MEDIUM
83.883,SOFT
83.884,SOFT
83.886,MEDIUM
83.887,MEDIUM
83.888,MEDIUM
83.889,MEDIUM
83.89,SOFT
83.89099999999999,SOFT
83.892,HARD
83.893,MEDIUM
83.894,SOFT
83.895,MEDIUM
83.896,SOFT
83.89699999999999,HARD
83.898,SOFT
83.899,SOFT
83.9,SOFT
83.901,MEDIUM
83.902,MEDIUM
83.90299999999999,MEDIUM
83.904,MEDIUM
83.905,MEDIUM
83.906,MEDIUM
83.907,MEDIUM
83.90899999999999,MEDIUM
83.91,MEDIUM
83.911,MEDIUM
83.912,INTERMEDIATE
83.913,HARD
83.914,MEDIUM
83.91499999999999,SOFT
83.916,MEDIUM
83.917,MEDIUM
83.918,SOFT
83.919,MEDIUM
83.92,MEDIUM
83.92099999999999,MEDIUM
83.922,HARD
83.923,SOFT
83.924,HARD
83.925,HARD
83.926,HARD
83.92699999999999,SOFT
83.929,SOFT
83.93,MEDIUM
83.931,MEDIUM
83.932,MEDIUM
83.93299999999999,MEDIUM
83.934,HARD
83.935,HARD
83.936,MEDIUM
83.937,MEDIUM
83.938,HARD
83.939,MEDIUM
83.94,SOFT
83.941,SOFT
83.94200000000001,HARD
83.944,MEDIUM
83.945,MEDIUM
83.946,SOFT
83.947,MEDIUM
83.94800000000001,MEDIUM
83.949,SOFT
83.95,HARD
83.951,SOFT
83.952,MEDIUM
83.953,MEDIUM
83.95400000000001,MEDIUM
83.955,MEDIUM
83.956,SOFT
83.957,MEDIUM
83.958,SOFT
83.959,MEDIUM
83.96000000000001,SOFT
83.961,HARD
83.962,MEDIUM
83.963,SOFT
83.964,SOFT
83.96600000000001,MEDIUM
83.967,MEDIUM
83.968,MEDIUM
83.969,MEDIUM
83.97,HARD
83.971,SOFT
83.97200000000001,HARD
83.973,MEDIUM
83.974,HARD
83.975,SOFT
83.976,MEDIUM
83.977,MEDIUM
83.97800000000001,MEDIUM
83.979,HARD
83.98,HARD
83.981,HARD
83.982,MEDIUM
83.983,MEDIUM
83.98400000000001,SOFT
83.985,SOFT
83.986,SOFT
83.987,HARD
83.988,SOFT
83.989,MEDIUM
83.99,MEDIUM
83.991,MEDIUM
83.992,SOFT
83.993,HARD
83.994,HARD
83.995,MEDIUM
83.996,HARD
83.997,HARD
83.998,MEDIUM
83.999,SOFT
84.0,SOFT
84.001,SOFT
84.002,MEDIUM
84.004,HARD
84.005,MEDIUM
84.007,HARD
84.008,MEDIUM
84.009,MEDIUM
84.01,HARD
84.011,MEDIUM
84.012,SOFT
84.013,MEDIUM
84.014,MEDIUM
84.015,SOFT
84.01599999999999,SOFT
84.017,MEDIUM
84.018,SOFT
84.019,MEDIUM
84.02,MEDIUM
84.021,MEDIUM
84.02199999999999,SOFT
84.023,HARD
84.024,HARD
84.025,SOFT
84.026,MEDIUM
84.027,SOFT
84.02799999999999,SOFT
84.029,MEDIUM
84.03,HARD
84.031,MEDIUM
84.032,HARD
84.033,HARD
84.03399999999999,HARD
84.035,SOFT
84.037,HARD
84.038,HARD
84.039,MEDIUM
84.03999999999999,MEDIUM
84.041,HARD
84.042,MEDIUM
84.043,SOFT
84.044,MEDIUM
84.045,MEDIUM
84.04599999999999,MEDIUM
84.047,MEDIUM
84.048,SOFT
84.049,MEDIUM
84.05,HARD
84.051,HARD
84.05199999999999,MEDIUM
84.053,MEDIUM
84.054,MEDIUM
84.055,HARD
84.056,MEDIUM
84.057,SOFT
84.05799999999999,MEDIUM
84.059,MEDIUM
84.06,HARD
84.061,MEDIUM
84.062,SOFT
84.063,SOFT
84.064,HARD
84.065,MEDIUM
84.066,MEDIUM
84.06700000000001,SOFT
84.068,HARD
84.069,SOFT
84.07,SOFT
84.071,MEDIUM
84.072,MEDIUM
84.07300000000001,MEDIUM
84.074,MEDIUM
84.075,HARD
84.076,HARD
84.077,HARD
84.078,HARD
84.07900000000001,MEDIUM
84.08,MEDIUM
84.081,HARD
84.083,MEDIUM
84.08500000000001,MEDIUM
84.086,SOFT
84.087,MEDIUM
84.088,MEDIUM
84.089,MEDIUM
84.09,MEDIUM
84.09100000000001,MEDIUM
84.092,HARD
84.093,MEDIUM
84.094,HARD
84.095,SOFT
84.096,HARD
84.09700000000001,HARD
84.098,MEDIUM
84.099,MEDIUM
84.1,HARD
84.101,HARD
84.102,SOFT
84.10300000000001,HARD
84.104,MEDIUM
84.105,SOFT
84.106,HARD
84.107,MEDIUM
84.108,SOFT
84.10900000000001,SOFT
84.11,HARD
84.111,SOFT
84.112,SOFT
84.113,HARD
84.114,MEDIUM
84.116,MEDIUM
84.117,MEDIUM
84.118,MEDIUM
84.119,MEDIUM
84.12,MEDIUM
84.121,MEDIUM
84.122,MEDIUM
84.123,MEDIUM
84.124,MEDIUM
84.125,HARD
84.127,MEDIUM
84.128,HARD
84.129,MEDIUM
84.131,HARD
84.132,HARD
84.133,MEDIUM
84.134,MEDIUM
84.135,MEDIUM
84.136,SOFT
84.137,HARD
84.138,HARD
84.139,MEDIUM
84.14,HARD
84.14099999999999,MEDIUM
84.142,SOFT
84.143,HARD
84.144,MEDIUM
84.146,HARD
84.14699999999999,MEDIUM
84.148,MEDIUM
84.149,HARD
84.15,HARD
84.151,SOFT
84.152,HARD
84.15299999999999,MEDIUM
84.154,HARD
84.155,MEDIUM
84.156,SOFT
84.157,SOFT
84.158,MEDIUM
84.15899999999999,HARD
84.16,MEDIUM
84.161,HARD
84.162,MEDIUM
84.163,HARD
84.16499999999999,MEDIUM
84.166,MEDIUM
84.167,SOFT
84.168,MEDIUM
84.169,MEDIUM
84.17,SOFT
84.17099999999999,MEDIUM
84.172,HARD
84.173,HARD
84.174,HARD
84.175,HARD
84.17699999999999,HARD
84.178,MEDIUM
84.179,MEDIUM
84.18,MEDIUM
84.181,HARD
84.182,SOFT
84.18299999999999,MEDIUM
84.184,MEDIUM
84.185,HARD
84.186,HARD
84.187,MEDIUM
84.188,MEDIUM
84.189,MEDIUM
84.19,MEDIUM
84.191,HARD
84.19200000000001,SOFT
84.193,HARD
84.194,MEDIUM
84.195,SOFT
84.196,MEDIUM
84.197,SOFT
84.19800000000001,MEDIUM
84.199,HARD
84.201,MEDIUM
84.202,MEDIUM
84.203,MEDIUM
84.20400000000001,MEDIUM
84.205,MEDIUM
84.206,HARD
84.207,HARD
84.208,HARD
84.209,MEDIUM
84.21000000000001,HARD
84.212,SOFT
84.213,MEDIUM
84.214,MEDIUM
84.215,SOFT
84.21600000000001,SOFT
84.217,HARD
84.218,SOFT
84.219,MEDIUM
84.22,HARD
84.221,HARD
84.22200000000001,HARD
84.223,MEDIUM
84.224,MEDIUM
84.225,MEDIUM
84.226,MEDIUM
84.227,SOFT
84.22800000000001,MEDIUM
84.229,HARD
84.23,MEDIUM
84.231,SOFT
84.232,HARD
84.233,HARD
84.23400000000001,MEDIUM
84.235,MEDIUM
84.236,SOFT
84.237,SOFT
84.238,MEDIUM
84.239,MEDIUM
84.24,MEDIUM
84.241,MEDIUM
84.243,HARD
84.244,MEDIUM
84.245,MEDIUM
84.246,HARD
84.247,MEDIUM
84.248,MEDIUM
84.249,MEDIUM
84.25,MEDIUM
84.251,HARD
84.252,MEDIUM
84.253,SOFT
84.254,HARD
84.257,MEDIUM
84.258,MEDIUM
84.259,HARD
84.26,HARD
84.261,MEDIUM
84.262,MEDIUM
84.263,MEDIUM
84.264,MEDIUM
84.265,SOFT
84.26599999999999,MEDIUM
84.267,HARD
84.268,HARD
84.269,SOFT
84.27,MEDIUM
84.271,MEDIUM
84.27199999999999,MEDIUM
84.273,HARD
84.274,MEDIUM
84.275,SOFT
84.276,MEDIUM
84.277,MEDIUM
84.27799999999999,MEDIUM
84.279,HARD
84.28,MEDIUM
84.282,MEDIUM
84.283,HARD
84.28399999999999,HARD
84.285,MEDIUM
84.289,MEDIUM
84.28999999999999,MEDIUM
84.291,HARD
84.292,HARD
84.293,MEDIUM
84.294,MEDIUM
84.295,HARD
84.29599999999999,SOFT
84.297,MEDIUM
84.299,HARD
84.3,HARD
84.301,HARD
84.30199999999999,MEDIUM
84.303,MEDIUM
84.304,HARD
84.305,SOFT
84.306,MEDIUM
84.307,MEDIUM
84.30799999999999,MEDIUM
84.309,HARD
84.31,SOFT
84.311,MEDIUM
84.312,SOFT
84.313,HARD
84.314,MEDIUM
84.315,MEDIUM
84.316,MEDIUM
84.31700000000001,HARD
84.318,MEDIUM
84.319,MEDIUM
84.32,MEDIUM
84.321,MEDIUM
84.322,MEDIUM
84.32300000000001,MEDIUM
84.324,SOFT
84.325,INTERMEDIATE
84.326,MEDIUM
84.327,MEDIUM
84.328,HARD
84.32900000000001,SOFT
84.33,SOFT
84.331,MEDIUM
84.333,MEDIUM
84.334,HARD
84.33500000000001,MEDIUM
84.336,MEDIUM
84.337,MEDIUM
84.338,SOFT
84.34,MEDIUM
84.34100000000001,MEDIUM
84.342,MEDIUM
84.343,MEDIUM
84.344,SOFT
84.345,MEDIUM
84.346,MEDIUM
84.34700000000001,HARD
84.348,MEDIUM
84.349,MEDIUM
84.35,MEDIUM
84.352,MEDIUM
84.35300000000001,MEDIUM
84.354,MEDIUM
84.355,HARD
84.356,HARD
84.357,MEDIUM
84.358,SOFT
84.35900000000001,SOFT
84.36,MEDIUM
84.362,MEDIUM
84.363,HARD
84.365,HARD
84.366,SOFT
84.367,HARD
84.368,MEDIUM
84.369,MEDIUM
84.37,HARD
84.371,HARD
84.372,MEDIUM
84.373,MEDIUM
84.374,MEDIUM
84.375,HARD
84.376,MEDIUM
84.377,HARD
84.378,MEDIUM
84.379,MEDIUM
84.38,MEDIUM
84.381,MEDIUM
84.382,SOFT
84.383,HARD
84.384,MEDIUM
84.385,MEDIUM
84.386,HARD
84.387,MEDIUM
84.388,MEDIUM
84.389,MEDIUM
84.39,SOFT
84.39099999999999,MEDIUM
84.392,MEDIUM
84.394,SOFT
84.395,MEDIUM
84.396,MEDIUM
84.39699999999999,MEDIUM
84.398,MEDIUM
84.399,MEDIUM
84.4,HARD
84.401,MEDIUM
84.402,MEDIUM
84.40299999999999,HARD
84.404,HARD
84.405,MEDIUM
84.406,MEDIUM
84.407,MEDIUM
84.408,MEDIUM
84.40899999999999,MEDIUM
84.41,MEDIUM
84.411,SOFT
84.412,MEDIUM
84.413,SOFT
84.414,HARD
84.41499999999999,HARD
84.416,HARD
84.417,HARD
84.418,MEDIUM
84.419,MEDIUM
84.42,MEDIUM
84.42099999999999,SOFT
84.422,HARD
84.423,MEDIUM
84.424,SOFT
84.425,HARD
84.426,MEDIUM
84.42699999999999,HARD
84.428,MEDIUM
84.429,HARD
84.43,HARD
84.431,HARD
84.432,HARD
84.43299999999999,SOFT
84.434,SOFT
84.435,MEDIUM
84.436,SOFT
84.437,SOFT
84.438,MEDIUM
84.439,SOFT
84.44,MEDIUM
84.441,HARD
84.44200000000001,MEDIUM
84.443,MEDIUM
84.444,MEDIUM
84.446,SOFT
84.447,SOFT
84.449,SOFT
84.45,HARD
84.451,MEDIUM
84.452,MEDIUM
84.453,MEDIUM
84.45400000000001,MEDIUM
84.455,MEDIUM
84.456,HARD
84.457,SOFT
84.459,HARD
84.46000000000001,HARD
84.461,HARD
84.462,MEDIUM
84.463,MEDIUM
84.464,MEDIUM
84.465,MEDIUM
84.46600000000001,HARD
84.467,MEDIUM
84.468,MEDIUM
84.469,HARD
84.47,SOFT
84.471,MEDIUM
84.47200000000001,MEDIUM
84.473,MEDIUM
84.474,HARD
84.475,HARD
84.477,HARD
84.47800000000001,HARD
84.479,SOFT
84.48,MEDIUM
84.481,HARD
84.482,MEDIUM
84.483,MEDIUM
84.48400000000001,MEDIUM
84.485,SOFT
84.486,MEDIUM
84.487,HARD
84.488,HARD
84.489,MEDIUM
84.49,HARD
84.491,SOFT
84.492,HARD
84.493,MEDIUM
84.494,HARD
84.495,MEDIUM
84.496,MEDIUM
84.497,HARD
84.498,MEDIUM
84.499,HARD
84.5,HARD
84.501,MEDIUM
84.502,MEDIUM
84.503,MEDIUM
84.504,HARD
84.505,MEDIUM
84.506,MEDIUM
84.507,HARD
84.508,MEDIUM
84.509,MEDIUM
84.51,SOFT
84.512,SOFT
84.514,SOFT
84.515,HARD
84.51599999999999,MEDIUM
84.517,HARD
84.518,HARD
84.519,SOFT
84.52,MEDIUM
84.521,MEDIUM
84.52199999999999,HARD
84.523,MEDIUM
84.525,MEDIUM
84.526,HARD
84.527,SOFT
84.52799999999999,HARD
84.529,MEDIUM
84.53,SOFT
84.531,MEDIUM
84.532,SOFT
84.533,SOFT
84.53399999999999,MEDIUM
84.535,SOFT
84.536,HARD
84.537,HARD
84.538,MEDIUM
84.539,MEDIUM
84.53999999999999,SOFT
84.541,SOFT
84.542,SOFT
84.543,MEDIUM
84.544,SOFT
84.545,SOFT
84.54599999999999,HARD
84.547,MEDIUM
84.548,HARD
84.549,MEDIUM
84.55,HARD
84.551,SOFT
84.55199999999999,MEDIUM
84.553,HARD
84.554,MEDIUM
84.555,MEDIUM
84.556,MEDIUM
84.557,HARD
84.55799999999999,MEDIUM
84.559,HARD
84.56,MEDIUM
84.561,MEDIUM
84.562,HARD
84.563,SOFT
84.564,HARD
84.565,SOFT
84.566,HARD
84.56700000000001,HARD
84.568,MEDIUM
84.569,MEDIUM
84.57,MEDIUM
84.572,HARD
84.57300000000001,HARD
84.574,MEDIUM
84.575,MEDIUM
84.576,MEDIUM
84.577,HARD
84.578,SOFT
84.57900000000001,MEDIUM
84.58,MEDIUM
84.581,MEDIUM
84.583,MEDIUM
84.584,HARD
84.58500000000001,HARD
84.586,HARD
84.587,MEDIUM
84.588,SOFT
84.59,MEDIUM
84.59100000000001,MEDIUM
84.592,MEDIUM
84.593,HARD
84.594,MEDIUM
84.595,SOFT
84.596,MEDIUM
84.59700000000001,MEDIUM
84.598,SOFT
84.599,HARD
84.6,HARD
84.601,HARD
84.604,MEDIUM
84.605,HARD
84.606,MEDIUM
84.607,SOFT
84.608,MEDIUM
84.60900000000001,SOFT
84.61,HARD
84.611,MEDIUM
84.612,HARD
84.613,HARD
84.614,HARD
84.615,SOFT
84.616,HARD
84.617,SOFT
84.618,MEDIUM
84.619,SOFT
84.62,HARD
84.621,SOFT
84.622,MEDIUM
84.623,SOFT
84.625,HARD
84.626,HARD
84.627,HARD
84.628,MEDIUM
84.629,MEDIUM
84.631,SOFT
84.632,MEDIUM
84.633,SOFT
84.634,MEDIUM
84.635,MEDIUM
84.636,MEDIUM
84.637,SOFT
84.638,MEDIUM
84.639,HARD
84.64,HARD
84.64099999999999,MEDIUM
84.642,MEDIUM
84.643,SOFT
84.644,HARD
84.645,MEDIUM
84.64699999999999,MEDIUM
84.648,MEDIUM
84.649,HARD
84.65,SOFT
84.651,INTERMEDIATE
84.652,SOFT
84.65299999999999,MEDIUM
84.654,MEDIUM
84.655,MEDIUM
84.656,HARD
84.657,HARD
84.658,MEDIUM
84.65899999999999,MEDIUM
84.66,HARD
84.661,MEDIUM
84.662,HARD
84.664,MEDIUM
84.66499999999999,MEDIUM
84.666,SOFT
84.667,MEDIUM
84.668,HARD
84.669,MEDIUM
84.67,MEDIUM
84.67099999999999,MEDIUM
84.672,MEDIUM
84.673,MEDIUM
84.674,SOFT
84.675,MEDIUM
84.676,MEDIUM
84.67699999999999,MEDIUM
84.678,MEDIUM
84.679,SOFT
84.68,SOFT
84.681,MEDIUM
84.682,HARD
84.68299999999999,MEDIUM
84.684,HARD
84.686,MEDIUM
84.687,MEDIUM
84.688,SOFT
84.689,SOFT
84.69,MEDIUM
84.691,MEDIUM
84.69200000000001,MEDIUM
84.693,HARD
84.694,HARD
84.695,HARD
84.696,HARD
84.697,HARD
84.69800000000001,MEDIUM
84.699,MEDIUM
84.7,HARD
84.701,INTERMEDIATE
84.702,MEDIUM
84.703,HARD
84.70400000000001,MEDIUM
84.705,SOFT
84.707,HARD
84.708,MEDIUM
84.71000000000001,HARD
84.711,MEDIUM
84.712,MEDIUM
84.713,MEDIUM
84.714,SOFT
84.715,MEDIUM
84.71600000000001,MEDIUM
84.717,MEDIUM
84.718,MEDIUM
84.719,HARD
84.72,SOFT
84.721,MEDIUM
84.72200000000001,HARD
84.723,SOFT
84.724,MEDIUM
84.725,MEDIUM
84.726,MEDIUM
84.727,SOFT
84.72800000000001,MEDIUM
84.729,SOFT
84.73,SOFT
84.731,MEDIUM
84.732,MEDIUM
84.733,MEDIUM
84.73400000000001,HARD
84.735,MEDIUM
84.737,MEDIUM
84.738,HARD
84.739,MEDIUM
84.74,MEDIUM
84.741,SOFT
84.742,MEDIUM
84.743,MEDIUM
84.744,HARD
84.745,SOFT
84.746,MEDIUM
84.747,HARD
84.748,MEDIUM
84.749,MEDIUM
84.75,MEDIUM
84.751,MEDIUM
84.752,MEDIUM
84.753,HARD
84.754,MEDIUM
84.755,MEDIUM
84.756,MEDIUM
84.757,MEDIUM
84.758,MEDIUM
84.759,SOFT
84.76,HARD
84.761,HARD
84.762,MEDIUM
84.763,HARD
84.764,SOFT
84.765,MEDIUM
84.76599999999999,MEDIUM
84.768,SOFT
84.769,SOFT
84.77,MEDIUM
84.771,MEDIUM
84.77199999999999,MEDIUM
84.773,HARD
84.774,HARD
84.775,HARD
84.777,SOFT
84.77799999999999,HARD
84.779,MEDIUM
84.78,MEDIUM
84.782,MEDIUM
84.783,SOFT
84.78399999999999,SOFT
84.785,INTERMEDIATE
84.786,HARD
84.787,HARD
84.788,MEDIUM
84.789,SOFT
84.78999999999999,HARD
84.791,MEDIUM
84.792,SOFT
84.793,SOFT
84.794,MEDIUM
84.795,MEDIUM
84.79599999999999,INTERMEDIATE
84.797,MEDIUM
84.798,HARD
84.799,SOFT
84.8,SOFT
84.801,HARD
84.803,HARD
84.804,MEDIUM
84.805,HARD
84.806,SOFT
84.807,HARD
84.80799999999999,HARD
84.809,HARD
84.81,MEDIUM
84.812,HARD
84.813,MEDIUM
84.814,MEDIUM
84.815,HARD
84.816,SOFT
84.81700000000001,MEDIUM
84.818,HARD
84.819,HARD
84.82,SOFT
84.821,MEDIUM
84.822,SOFT
84.82300000000001,MEDIUM
84.824,MEDIUM
84.825,SOFT
84.826,MEDIUM
84.827,MEDIUM
84.828,SOFT
84.82900000000001,MEDIUM
84.83,MEDIUM
84.831,MEDIUM
84.832,HARD
84.833,HARD
84.834,INTERMEDIATE
84.83500000000001,HARD
84.836,MEDIUM
84.837,MEDIUM
84.838,MEDIUM
84.84,SOFT
84.84100000000001,HARD
84.842,MEDIUM
84.843,MEDIUM
84.844,MEDIUM
84.845,HARD
84.846,HARD
84.84700000000001,HARD
84.848,HARD
84.849,HARD
84.85,HARD
84.851,HARD
84.852,SOFT
84.85300000000001,SOFT
84.854,MEDIUM
84.856,SOFT
84.857,MEDIUM
84.858,HARD
84.85900000000001,HARD
84.86,HARD
84.861,MEDIUM
84.862,MEDIUM
84.863,MEDIUM
84.864,MEDIUM
84.866,HARD
84.867,MEDIUM
84.868,HARD
84.869,MEDIUM
84.87,MEDIUM
84.871,HARD
84.872,SOFT
84.873,HARD
84.874,MEDIUM
84.875,SOFT
84.876,MEDIUM
84.877,SOFT
84.878,SOFT
84.879,SOFT
84.88,MEDIUM
84.881,HARD
84.882,HARD
84.883,HARD
84.884,HARD
84.885,HARD
84.886,SOFT
84.887,SOFT
84.888,SOFT
84.889,MEDIUM
84.89,MEDIUM
84.89099999999999,SOFT
84.892,MEDIUM
84.893,HARD
84.894,MEDIUM
84.895,SOFT
84.896,SOFT
84.89699999999999,MEDIUM
84.898,HARD
84.9,MEDIUM
84.901,HARD
84.902,SOFT
84.90299999999999,MEDIUM
84.904,MEDIUM
84.905,HARD
84.906,SOFT
84.907,HARD
84.908,MEDIUM
84.90899999999999,SOFT
84.91,SOFT
84.911,MEDIUM
84.912,SOFT
84.913,MEDIUM
84.914,HARD
84.91499999999999,HARD
84.916,MEDIUM
84.918,MEDIUM
84.919,HARD
84.92,MEDIUM
84.92099999999999,HARD
84.922,SOFT
84.923,SOFT
84.924,MEDIUM
84.925,MEDIUM
84.926,MEDIUM
84.92699999999999,HARD
84.928,MEDIUM
84.929,MEDIUM
84.93,HARD
84.931,MEDIUM
84.932,HARD
84.93299999999999,MEDIUM
84.934,MEDIUM
84.935,MEDIUM
84.937,MEDIUM
84.938,MEDIUM
84.939,MEDIUM
84.94,MEDIUM
84.941,MEDIUM
84.94200000000001,MEDIUM
84.943,MEDIUM
84.944,SOFT
84.945,MEDIUM
84.946,SOFT
84.947,MEDIUM
84.94800000000001,SOFT
84.949,MEDIUM
84.95,SOFT
84.951,MEDIUM
84.952,SOFT
84.95400000000001,SOFT
84.955,HARD
84.956,SOFT
84.957,HARD
84.958,HARD
84.96000000000001,MEDIUM
84.961,MEDIUM
84.962,SOFT
84.963,HARD
84.964,MEDIUM
84.965,MEDIUM
84.96600000000001,MEDIUM
84.967,HARD
84.968,MEDIUM
84.969,MEDIUM
84.97,HARD
84.971,HARD
84.97200000000001,MEDIUM
84.973,SOFT
84.974,MEDIUM
84.975,INTERMEDIATE
84.976,HARD
84.977,SOFT
84.97800000000001,MEDIUM
84.979,MEDIUM
84.98,MEDIUM
84.981,MEDIUM
84.982,HARD
84.983,MEDIUM
84.98400000000001,MEDIUM
84.985,SOFT
84.986,SOFT
84.987,MEDIUM
84.988,SOFT
84.989,SOFT
84.99,MEDIUM
84.991,MEDIUM
84.992,MEDIUM
84.993,MEDIUM
84.994,MEDIUM
84.995,HARD
84.996,MEDIUM
84.997,SOFT
84.998,SOFT
84.999,SOFT
85.0,MEDIUM
85.001,HARD
85.002,SOFT
85.003,HARD
85.004,INTERMEDIATE
85.005,MEDIUM
85.007,MEDIUM
85.008,HARD
85.009,MEDIUM
85.01,HARD
85.012,SOFT
85.013,MEDIUM
85.014,SOFT
85.015,MEDIUM
85.01599999999999,HARD
85.017,MEDIUM
85.018,HARD
85.019,HARD
85.02,MEDIUM
85.021,MEDIUM
85.02199999999999,HARD
85.023,HARD
85.024,MEDIUM
85.025,HARD
85.026,HARD
85.027,MEDIUM
85.02799999999999,MEDIUM
85.029,MEDIUM
85.03,MEDIUM
85.031,MEDIUM
85.032,MEDIUM
85.03399999999999,MEDIUM
85.035,MEDIUM
85.036,MEDIUM
85.037,HARD
85.038,MEDIUM
85.039,SOFT
85.03999999999999,MEDIUM
85.041,SOFT
85.042,MEDIUM
85.043,MEDIUM
85.044,SOFT
85.045,MEDIUM
85.04599999999999,SOFT
85.047,SOFT
85.048,MEDIUM
85.049,HARD
85.05,MEDIUM
85.051,MEDIUM
85.05199999999999,SOFT
85.053,HARD
85.054,MEDIUM
85.057,MEDIUM
85.05799999999999,SOFT
85.059,HARD
85.06,HARD
85.061,MEDIUM
85.062,MEDIUM
85.064,MEDIUM
85.065,HARD
85.066,SOFT
85.06700000000001,MEDIUM
85.068,MEDIUM
85.069,MEDIUM
85.07,MEDIUM
85.071,MEDIUM
85.072,MEDIUM
85.07300000000001,MEDIUM
85.074,HARD
85.076,MEDIUM
85.077,SOFT
85.078,SOFT
85.07900000000001,MEDIUM
85.081,MEDIUM
85.082,MEDIUM
85.083,HARD
85.084,MEDIUM
85.08500000000001,INTERMEDIATE
85.086,MEDIUM
85.087,MEDIUM
85.088,MEDIUM
85.089,MEDIUM
85.09,HARD
85.09100000000001,HARD
85.092,MEDIUM
85.093,MEDIUM
85.094,HARD
85.095,MEDIUM
85.096,MEDIUM
85.09700000000001,SOFT
85.098,INTERMEDIATE
85.099,MEDIUM
85.1,MEDIUM
85.101,HARD
85.102,MEDIUM
85.10300000000001,HARD
85.104,SOFT
85.105,HARD
85.106,MEDIUM
85.107,MEDIUM
85.108,MEDIUM
85.10900000000001,MEDIUM
85.11,MEDIUM
85.111,HARD
85.112,SOFT
85.113,MEDIUM
85.114,MEDIUM
85.115,SOFT
85.116,INTERMEDIATE
85.118,MEDIUM
85.119,SOFT
85.12,MEDIUM
85.121,MEDIUM
85.122,HARD
85.123,MEDIUM
85.124,HARD
85.125,MEDIUM
85.126,MEDIUM
85.128,MEDIUM
85.129,MEDIUM
85.13,MEDIUM
85.131,MEDIUM
85.132,HARD
85.133,MEDIUM
