timestamp,color
1779111085.4967012,SOLUSDT
1779111085.5279222,ETHUSDT
1779111085.574795,BTCUSDT
1779111085.5904183,SOLUSDT
1779111085.6372812,ETHUSDT
1779111086,BTCUSDT
1779111085.6998067,SOLUSDT
1779111085.7310333,ETHUSDT
1779111085.7935557,BTCUSDT
1779111085.8404262,ETHUSDT
1779111085.887283,BTCUSDT
1779111085.9029276,SOLUSDT
1779111085.9497871,ETHUSDT
1779111085.9966848,BTCUSDT
1779111086.0122845,SOLUSDT
1779111086.0435405,ETHUSDT
1779111086.1060445,BTCUSDT
1779111086.1216571,SOLUSDT
1779111086.1529398,ETHUSDT
1779111086.2154202,SOLUSDT
1779111086.2466712,ETHUSDT
1779111086.3091905,BTCUSDT
1779111086.3248184,SOLUSDT
1779111086.356063,ETHUSDT
1779111086.4029434,BTCUSDT
1779111086.4341724,SOLUSDT
1779111086.4497974,ETHUSDT
1779111086.5122902,BTCUSDT
1779111086.527911,SOLUSDT
1779111086.5591736,ETHUSDT
1779111086.606077,BTCUSDT
1779111086.6373131,SOLUSDT
1779111086.6529806,ETHUSDT
1779111086.7154117,BTCUSDT
1779111086.7310495,SOLUSDT
1779111086.7623022,ETHUSDT
1779111086.8091707,BTCUSDT
1779111086.8404224,SOLUSDT
1779111086.856248,ETHUSDT
1779111086.9185495,BTCUSDT
1779111086.9341626,SOLUSDT
1779111086.9655366,ETHUSDT
1779111087.012307,BTCUSDT
1779111087.043548,SOLUSDT
1779111087.0591693,ETHUSDT
1779111087.1216738,BTCUSDT
1779111087.1529133,SOLUSDT
1779111087.1685405,ETHUSDT
1779111087.2154343,BTCUSDT
1779111087.2466772,SOLUSDT
1779111087.262297,ETHUSDT
1779111087.3247948,BTCUSDT
1779111087.3560536,SOLUSDT
1779111087.3716881,ETHUSDT
1779111087.4185386,BTCUSDT
1779111087.4654193,SOLUSDT
1779111087.5279398,BTCUSDT
1779111087.5591831,SOLUSDT
1779111087.5747943,ETHUSDT
1779111087.6373112,BTCUSDT
1779111087.6841745,ETHUSDT
1779111087.7310686,BTCUSDT
1779111087.7779315,SOLUSDT
1779111087.7935712,ETHUSDT
1779111087.8404348,BTCUSDT
1779111087.8873112,SOLUSDT
1779111087.934182,BTCUSDT
1779111087.9810631,ETHUSDT
1779111087.9966698,SOLUSDT
1779111088.0435736,BTCUSDT
1779111088.1060803,SOLUSDT
1779111088.1372986,BTCUSDT
1779111088.1529272,ETHUSDT
1779111088.2154224,SOLUSDT
1779111088.2466764,BTCUSDT
1779111088.3248081,SOLUSDT
1779111088.3560572,BTCUSDT
1779111088.4185646,SOLUSDT
1779111088.4498007,BTCUSDT
1779111088.465439,ETHUSDT
1779111088.527944,SOLUSDT
1779111088.5748067,BTCUSDT
1779111088.6217036,SOLUSDT
1779111088.6685467,ETHUSDT
1779111088.7310474,SOLUSDT
1779111088.7623003,BTCUSDT
1779111088.8248293,SOLUSDT
1779111088.8562396,BTCUSDT
1779111088.8716772,ETHUSDT
1779111088.934189,SOLUSDT
1779111088.9654324,BTCUSDT
1779111089.0279362,SOLUSDT
1779111089.074786,ETHUSDT
1779111089.1373034,SOLUSDT
1779111089.184176,ETHUSDT
1779111089.2466762,SOLUSDT
1779111089.2780275,ETHUSDT
1779111089.3404288,SOLUSDT
1779111089.3716834,ETHUSDT
1779111089.3873036,BTCUSDT
1779111089.4497974,SOLUSDT
1779111089.481062,ETHUSDT
1779111089.5591779,SOLUSDT
1779111089.5748026,ETHUSDT
1779111089.590427,BTCUSDT
1779111089.6529267,SOLUSDT
1779111089.6841776,ETHUSDT
1779111089.7623017,SOLUSDT
1779111089.7780569,ETHUSDT
1779111089.7936664,BTCUSDT
1779111089.8716755,SOLUSDT
1779111089.8872948,ETHUSDT
1779111089.965446,SOLUSDT
1779111089.9810624,ETHUSDT
1779111089.9966755,BTCUSDT
1779111090.0748096,SOLUSDT
1779111090.0904372,ETHUSDT
1779111090.1841853,SOLUSDT
1779111090.1998138,BTCUSDT
1779111090.2780254,SOLUSDT
1779111090.2936394,ETHUSDT
1779111090.387314,SOLUSDT
1779111090.4029336,ETHUSDT
1779111090.4966893,SOLUSDT
1779111090.5123107,BTCUSDT
1779111090.590432,SOLUSDT
1779111090.6061165,ETHUSDT
1779111090.6998208,ETHUSDT
1779111090.715435,BTCUSDT
1779111090.809194,ETHUSDT
1779111090.8248324,BTCUSDT
1779111090.902949,ETHUSDT
1779111090.9185674,SOLUSDT
1779111090.9341779,BTCUSDT
1779111091.012331,ETHUSDT
1779111091.0279477,SOLUSDT
1779111091.106103,ETHUSDT
1779111091.1373332,BTCUSDT
1779111091.215454,ETHUSDT
1779111091.2310674,BTCUSDT
1779111091.2466948,SOLUSDT
1779111091.309194,ETHUSDT
1779111091.3404474,BTCUSDT
1779111091.356083,SOLUSDT
1779111091.4185674,ETHUSDT
1779111091.434193,BTCUSDT
1779111091.4654431,SOLUSDT
1779111091.5123217,ETHUSDT
1779111091.5435681,BTCUSDT
1779111091.559189,SOLUSDT
1779111091.6216896,ETHUSDT
1779111091.6529474,BTCUSDT
1779111091.6685581,SOLUSDT
1779111091.715446,ETHUSDT
1779111091.7623217,BTCUSDT
1779111091.7780445,SOLUSDT
1779111091.8248167,ETHUSDT
1779111091.8717003,BTCUSDT
1779111091.8873212,SOLUSDT
1779111091.9185708,ETHUSDT
1779111091.965454,BTCUSDT
1779111091.9967065,SOLUSDT
1779111092.0279448,ETHUSDT
1779111092.0748818,BTCUSDT
1779111092.1060777,SOLUSDT
1779111092.1373172,ETHUSDT
1779111092.1842027,BTCUSDT
1779111092.2154589,SOLUSDT
1779111092.2310734,ETHUSDT
1779111092.2936623,BTCUSDT
1779111092.324826,SOLUSDT
1779111092.3404496,ETHUSDT
1779111092.3873165,BTCUSDT
1779111092.4342043,SOLUSDT
1779111092.4967163,BTCUSDT
1779111092.5279462,SOLUSDT
1779111092.5435688,ETHUSDT
1779111092.5904572,BTCUSDT
1779111092.637335,SOLUSDT
1779111092.6998103,BTCUSDT
1779111092.7466989,SOLUSDT
1779111092.793578,BTCUSDT
1779111092.8581069,ETHUSDT
1779111092.9029553,BTCUSDT
1779111092.9498346,ETHUSDT
1779111092.965445,SOLUSDT
1779111093.0124078,BTCUSDT
1779111093.059199,ETHUSDT
1779111093.0748172,SOLUSDT
1779111093.1217072,BTCUSDT
1779111093.168578,ETHUSDT
1779111093.231082,BTCUSDT
1779111093.2623298,ETHUSDT
1779111093.2780244,SOLUSDT
1779111093.324846,BTCUSDT
1779111093.3716903,ETHUSDT
1779111093.402948,SOLUSDT
1779111093.4341962,BTCUSDT
1779111093.4654512,ETHUSDT
1779111093.5123262,SOLUSDT
1779111093.5279458,BTCUSDT
1779111093.5748274,ETHUSDT
1779111093.6217017,SOLUSDT
1779111093.637323,BTCUSDT
1779111093.684199,ETHUSDT
1779111093.7310987,SOLUSDT
1779111093.7467027,BTCUSDT
1779111093.7935748,ETHUSDT
1779111093.8404524,SOLUSDT
1779111093.8873315,ETHUSDT
1779111093.934199,SOLUSDT
1779111093.9498222,BTCUSDT
1779111093.9967077,ETHUSDT
1779111094.043581,SOLUSDT
1779111094.0904555,ETHUSDT
1779111094.1529582,BTCUSDT
1779111094.1998389,ETHUSDT
1779111094.2467015,BTCUSDT
1779111094.2623272,SOLUSDT
1779111094.2935896,ETHUSDT
1779111094.3560836,BTCUSDT
1779111094.402959,ETHUSDT
1779111094.4498546,BTCUSDT
1779111094.4654615,SOLUSDT
1779111094.4967024,ETHUSDT
1779111094.559207,BTCUSDT
1779111094.5748289,SOLUSDT
1779111094.606129,ETHUSDT
1779111094.6529615,BTCUSDT
1779111094.6685724,SOLUSDT
1779111094.7154589,ETHUSDT
1779111094.7623293,BTCUSDT
1779111094.778056,SOLUSDT
1779111094.8092167,ETHUSDT
1779111094.8566725,BTCUSDT
1779111095,SOLUSDT
1779111094.9185834,ETHUSDT
1779111094.9654586,BTCUSDT
1779111094.981069,SOLUSDT
1779111095.0279357,ETHUSDT
1779111095.0592115,BTCUSDT
1779111095.0904586,SOLUSDT
1779111095.1217139,ETHUSDT
1779111095.1685836,BTCUSDT
1779111095.199828,SOLUSDT
1779111095.2310843,ETHUSDT
1779111095.2780635,BTCUSDT
1779111095.2935872,SOLUSDT
1779111095.3248353,ETHUSDT
1779111095.3717842,BTCUSDT
1779111095.4029613,SOLUSDT
1779111095.434208,ETHUSDT
1779111095.4810858,BTCUSDT
1779111095.5123308,SOLUSDT
1779111095.5435824,ETHUSDT
1779111095.5748339,BTCUSDT
1779111095.6060836,SOLUSDT
1779111095.6373324,ETHUSDT
1779111095.6842089,BTCUSDT
1779111096,SOLUSDT
1779111095.7467284,ETHUSDT
1779111095.7781131,BTCUSDT
1779111095.8092117,SOLUSDT
1779111095.8404672,ETHUSDT
1779111095.8873289,BTCUSDT
1779111095.9185793,SOLUSDT
1779111095.9498477,ETHUSDT
1779111095.9810987,BTCUSDT
1779111096.027972,SOLUSDT
1779111096.0436037,ETHUSDT
1779111096.0904617,BTCUSDT
1779111096.1217196,SOLUSDT
1779111096.1529706,ETHUSDT
1779111096.199854,BTCUSDT
1779111096.246717,SOLUSDT
1779111096.262329,ETHUSDT
1779111096.2935934,BTCUSDT
1779111096.324842,SOLUSDT
1779111096.356097,ETHUSDT
1779111096.4342175,SOLUSDT
1779111096.4499538,ETHUSDT
1779111096.496708,BTCUSDT
1779111096.527974,SOLUSDT
1779111097,ETHUSDT
1779111096.5904613,BTCUSDT
1779111096.637335,SOLUSDT
1779111096.6529682,ETHUSDT
1779111096.6998446,BTCUSDT
1779111096.7467098,SOLUSDT
1779111096.7623374,ETHUSDT
1779111096.7935903,BTCUSDT
1779111096.8404672,SOLUSDT
1779111096.8569667,ETHUSDT
1779111096.9029648,BTCUSDT
1779111096.9498382,SOLUSDT
1779111096.965447,ETHUSDT
1779111096.9967203,BTCUSDT
1779111097.0592186,SOLUSDT
1779111097.1529703,SOLUSDT
1779111097.1685872,ETHUSDT
1779111097.2154567,BTCUSDT
1779111097.2623353,SOLUSDT
1779111097.2779915,ETHUSDT
1779111097.309215,BTCUSDT
1779111097.3560853,SOLUSDT
1779111097.3717084,ETHUSDT
1779111097.4185944,BTCUSDT
1779111097.465461,SOLUSDT
1779111097.4810884,ETHUSDT
1779111097.5279498,BTCUSDT
1779111097.559225,SOLUSDT
1779111097.5748322,ETHUSDT
1779111097.6217058,BTCUSDT
1779111097.6685925,SOLUSDT
1779111097.6842177,ETHUSDT
1779111097.731093,BTCUSDT
1779111097.7780037,SOLUSDT
1779111097.8248417,BTCUSDT
1779111097.8717191,SOLUSDT
1779111097.8873425,ETHUSDT
1779111097.9342268,BTCUSDT
1779111097.981095,SOLUSDT
1779111098.0279698,BTCUSDT
1779111098.0748496,SOLUSDT
1779111098.0904648,ETHUSDT
1779111098.1373396,BTCUSDT
1779111098.1842165,SOLUSDT
1779111098.1998482,ETHUSDT
1779111098.2310984,BTCUSDT
1779111098.293591,SOLUSDT
1779111098.3404768,BTCUSDT
1779111098.387351,SOLUSDT
1779111098.4029582,ETHUSDT
1779111098.4342234,BTCUSDT
1779111098.4967253,SOLUSDT
1779111098.5436096,BTCUSDT
1779111098.6060915,ETHUSDT
1779111098.6529744,BTCUSDT
1779111098.6998558,ETHUSDT
1779111098.7154715,SOLUSDT
1779111098.7467241,BTCUSDT
1779111098.8092308,ETHUSDT
1779111098.8566947,BTCUSDT
1779111098.9029744,ETHUSDT
1779111098.9185984,SOLUSDT
1779111098.9498465,BTCUSDT
1779111099.012349,ETHUSDT
1779111099.0279634,SOLUSDT
1779111099.059219,BTCUSDT
1779111099.1061146,ETHUSDT
1779111099.137346,SOLUSDT
1779111099.1686046,BTCUSDT
1779111099.2154875,ETHUSDT
1779111099.2467265,SOLUSDT
1779111099.2780347,BTCUSDT
1779111099.324852,ETHUSDT
1779111099.3560815,SOLUSDT
1779111099,BTCUSDT
1779111099.418597,ETHUSDT
1779111099.4498794,SOLUSDT
1779111099.4811053,BTCUSDT
1779111099.5279822,ETHUSDT
1779111099.5592194,SOLUSDT
1779111099.5904775,BTCUSDT
1779111099.637355,ETHUSDT
1779111099.6529715,SOLUSDT
1779111099.6842256,BTCUSDT
1779111100,ETHUSDT
1779111099.7623515,SOLUSDT
1779111099.7936049,BTCUSDT
1779111099.8404922,ETHUSDT
1779111099.8717222,SOLUSDT
1779111099.9029837,BTCUSDT
1779111099.9498363,ETHUSDT
1779111099.9654815,SOLUSDT
1779111099.9967449,BTCUSDT
1779111100.0436008,ETHUSDT
1779111100.0748577,SOLUSDT
1779111100.1063564,BTCUSDT
1779111100.1529825,ETHUSDT
1779111100.1842132,SOLUSDT
1779111100.199857,BTCUSDT
1779111100.2467215,ETHUSDT
1779111100.2781622,SOLUSDT
1779111100.3092265,BTCUSDT
1779111100.3873477,SOLUSDT
1779111100.4186022,BTCUSDT
1779111100.4498563,ETHUSDT
1779111100.4811044,SOLUSDT
1779111100.5123565,BTCUSDT
1779111100.5592375,ETHUSDT
1779111100.5904758,SOLUSDT
1779111100.621738,BTCUSDT
1779111101,ETHUSDT
1779111100.6998684,SOLUSDT
1779111100.7154758,BTCUSDT
1779111100.7624326,ETHUSDT
1779111100.8092363,SOLUSDT
1779111100.8248594,BTCUSDT
1779111100.8717344,ETHUSDT
1779111100.9030015,SOLUSDT
1779111100.918598,BTCUSDT
1779111100.9654927,ETHUSDT
1779111101.0123653,SOLUSDT
1779111101.0279734,BTCUSDT
1779111101.0748549,ETHUSDT
1779111101.1373734,BTCUSDT
1779111101.168614,ETHUSDT
1779111101.2311068,BTCUSDT
1779111101.2781186,ETHUSDT
1779111101.324857,BTCUSDT
1779111101.3404765,SOLUSDT
1779111101.371735,ETHUSDT
1779111101.434226,BTCUSDT
1779111101.4498484,SOLUSDT
1779111101.4811177,ETHUSDT
1779111101.5436063,BTCUSDT
1779111101.559237,SOLUSDT
1779111101.5904996,ETHUSDT
1779111101.6373546,BTCUSDT
1779111101.6686096,SOLUSDT
1779111101.6998553,ETHUSDT
1779111101.7467327,BTCUSDT
1779111102,SOLUSDT
1779111101.8092384,ETHUSDT
1779111101.8569632,BTCUSDT
1779111101.8717458,SOLUSDT
1779111101.9029772,ETHUSDT
1779111101.949862,BTCUSDT
1779111101.9811096,SOLUSDT
1779111102.0123644,ETHUSDT
1779111102.059225,BTCUSDT
1779111102.0904932,SOLUSDT
1779111102.1217365,ETHUSDT
1779111102.153093,BTCUSDT
1779111102.1842322,SOLUSDT
1779111102.215487,ETHUSDT
1779111102.2623618,BTCUSDT
1779111102.2936087,SOLUSDT
1779111102.3248613,ETHUSDT
1779111102.3561041,BTCUSDT
1779111102.3873694,SOLUSDT
1779111102.4186234,ETHUSDT
1779111102.4654832,BTCUSDT
1779111102.496741,SOLUSDT
1779111102.5279882,ETHUSDT
1779111102.559248,BTCUSDT
1779111102.6061127,SOLUSDT
1779111102.621745,ETHUSDT
1779111102.6686103,BTCUSDT
1779111102.7155006,SOLUSDT
1779111102.7311087,ETHUSDT
1779111102.7781222,BTCUSDT
1779111102.8092406,SOLUSDT
1779111102.8404956,ETHUSDT
1779111102.8717294,BTCUSDT
1779111103,SOLUSDT
1779111102.9342344,ETHUSDT
1779111102.981112,BTCUSDT
1779111103.012361,SOLUSDT
1779111103.0279841,ETHUSDT
1779111103.0748694,BTCUSDT
1779111103.1217384,SOLUSDT
1779111103.137402,ETHUSDT
1779111103.1842358,BTCUSDT
1779111103.231111,SOLUSDT
1779111103.2782881,BTCUSDT
1779111103.3248641,SOLUSDT
1779111103.3404844,ETHUSDT
1779111103.3873718,BTCUSDT
1779111103.4342463,SOLUSDT
1779111103.4811182,BTCUSDT
1779111103.5279937,SOLUSDT
1779111103.5436134,ETHUSDT
1779111103.590507,BTCUSDT
1779111103.6373668,SOLUSDT
1779111103.684253,BTCUSDT
1779111103.7311103,SOLUSDT
1779111103.7467372,ETHUSDT
1779111103.7936218,BTCUSDT
1779111103.8405046,SOLUSDT
1779111103.8570693,ETHUSDT
1779111103.8873646,BTCUSDT
1779111103.9342375,SOLUSDT
1779111103.9498749,ETHUSDT
1779111103.9967556,BTCUSDT
1779111104.0436125,SOLUSDT
1779111104.0592368,ETHUSDT
1779111104.1061165,BTCUSDT
1779111104.152981,SOLUSDT
1779111104.1686132,ETHUSDT
1779111104.1998596,BTCUSDT
1779111104.2623713,ETHUSDT
1779111104.3092475,BTCUSDT
1779111104.356192,ETHUSDT
1779111104.371756,SOLUSDT
1779111104.4186199,BTCUSDT
1779111104.4655054,ETHUSDT
1779111104.5123672,BTCUSDT
1779111104.559249,ETHUSDT
1779111104.5748632,SOLUSDT
1779111104.621762,BTCUSDT
1779111104.668703,ETHUSDT
1779111104.6842287,SOLUSDT
1779111104.7154872,BTCUSDT
1779111104.7623684,ETHUSDT
1779111104.778108,SOLUSDT
1779111104.8248796,BTCUSDT
1779111104.8717709,ETHUSDT
1779111104.8873699,SOLUSDT
1779111104.9186423,BTCUSDT
1779111105,ETHUSDT
1779111104.9811165,SOLUSDT
1779111105.0280006,BTCUSDT
1779111105.0748875,ETHUSDT
1779111105.0951288,SOLUSDT
1779111105.1217668,BTCUSDT
1779111105.168636,ETHUSDT
1779111105.1842387,SOLUSDT
1779111105.2311306,BTCUSDT
1779111105.2780995,ETHUSDT
1779111105.2936206,SOLUSDT
1779111105.3248827,BTCUSDT
1779111105.371746,ETHUSDT
1779111105.4186244,SOLUSDT
1779111105.4342453,BTCUSDT
1779111105.481128,ETHUSDT
1779111105.5280585,SOLUSDT
1779111105.5436103,BTCUSDT
1779111105.5904946,ETHUSDT
1779111105.637368,SOLUSDT
1779111105.6842482,ETHUSDT
1779111105.7311313,SOLUSDT
1779111105.7467482,BTCUSDT
1779111105.7936232,ETHUSDT
1779111105.8404968,SOLUSDT
1779111105.8569133,BTCUSDT
1779111105.887386,ETHUSDT
1779111105.9498773,BTCUSDT
1779111105.965501,SOLUSDT
1779111105.9967444,ETHUSDT
1779111106.0592573,BTCUSDT
1779111106.1061234,ETHUSDT
1779111106.1530166,BTCUSDT
1779111106.168629,SOLUSDT
1779111106.2155025,ETHUSDT
1779111106.2623763,BTCUSDT
1779111106.2780232,SOLUSDT
1779111106.309256,ETHUSDT
1779111106.3561263,BTCUSDT
1779111106.371745,SOLUSDT
1779111106.4186318,ETHUSDT
1779111106.4655018,BTCUSDT
1779111106.4811413,SOLUSDT
1779111106.5123823,ETHUSDT
1779111106.559255,BTCUSDT
1779111106.5748734,SOLUSDT
1779111106.6217687,ETHUSDT
1779111106.6686366,BTCUSDT
1779111106.6842537,SOLUSDT
1779111106.715493,ETHUSDT
1779111106.7623756,BTCUSDT
1779111106.7781098,SOLUSDT
1779111106.8248932,ETHUSDT
1779111106.8717496,BTCUSDT
1779111106.8873754,SOLUSDT
1779111106.9498794,ETHUSDT
1779111106.9655252,BTCUSDT
1779111106.9967666,SOLUSDT
1779111107.0436275,ETHUSDT
1779111107.0748744,BTCUSDT
1779111107.1061316,SOLUSDT
1779111107.1373844,ETHUSDT
1779111107.168629,BTCUSDT
1779111107.215525,SOLUSDT
1779111107.2467508,ETHUSDT
1779111107.2780597,BTCUSDT
1779111107.3092504,SOLUSDT
1779111107.3405054,ETHUSDT
1779111107,BTCUSDT
1779111107.4186416,SOLUSDT
1779111107.449931,ETHUSDT
1779111107.4811242,BTCUSDT
1779111107.5279922,SOLUSDT
1779111107.559252,ETHUSDT
1779111107.5904982,BTCUSDT
1779111107.6373825,SOLUSDT
1779111107.6529987,ETHUSDT
1779111107.6842523,BTCUSDT
1779111107.731128,SOLUSDT
1779111107.762378,ETHUSDT
1779111107.7936275,BTCUSDT
1779111107.840509,SOLUSDT
1779111107.8572097,ETHUSDT
1779111107.9030027,BTCUSDT
1779111107.9499788,SOLUSDT
1779111107.965504,ETHUSDT
1779111107.9967563,BTCUSDT
1779111108.0592618,SOLUSDT
1779111108.106129,BTCUSDT
1779111108.1686463,SOLUSDT
1779111108.1999462,BTCUSDT
1779111108.2781465,SOLUSDT
1779111108.309262,BTCUSDT
1779111108.3717737,SOLUSDT
1779111108.3873885,ETHUSDT
1779111108.403003,BTCUSDT
1779111108.481127,ETHUSDT
1779111108.5123928,BTCUSDT
1779111108.5748932,ETHUSDT
1779111108.5905068,SOLUSDT
1779111108.6217508,BTCUSDT
1779111108.6842597,SOLUSDT
1779111108.7155197,BTCUSDT
1779111108.7781045,SOLUSDT
1779111108.7936287,ETHUSDT
1779111108.8248928,BTCUSDT
1779111108.8873785,SOLUSDT
1779111108.9186292,BTCUSDT
1779111108.981143,ETHUSDT
1779111108.9967504,SOLUSDT
1779111109.0280087,BTCUSDT
1779111109.0905082,SOLUSDT
1779111109.137384,BTCUSDT
1779111109.1842651,ETHUSDT
1779111109.1998906,SOLUSDT
1779111109.2311485,BTCUSDT
1779111109,ETHUSDT
1779111109.3092594,SOLUSDT
1779111109.3405278,BTCUSDT
1779111109.4030652,SOLUSDT
1779111109.4499953,BTCUSDT
1779111109.496761,SOLUSDT
1779111109.5123827,ETHUSDT
1779111109.5436263,BTCUSDT
1779111109.6061306,ETHUSDT
1779111109.6530104,BTCUSDT
1779111109.699884,ETHUSDT
1779111109.7155073,SOLUSDT
1779111109.7624018,BTCUSDT
1779111109.8092635,ETHUSDT
1779111109.8248885,SOLUSDT
1779111109.856208,BTCUSDT
1779111109.9030151,ETHUSDT
1779111109.9186354,SOLUSDT
1779111109.9655128,BTCUSDT
1779111110.016704,ETHUSDT
1779111110.0282528,SOLUSDT
1779111110.059638,BTCUSDT
1779111110.1065116,ETHUSDT
1779111110.1221354,SOLUSDT
1779111110.169017,BTCUSDT
1779111110.2158873,ETHUSDT
1779111110.2315083,SOLUSDT
1779111110.2627807,BTCUSDT
1779111110.3096359,ETHUSDT
1779111110.3409076,SOLUSDT
1779111110.3721375,BTCUSDT
1779111110.4190133,ETHUSDT
1779111110.434636,SOLUSDT
1779111110.4659553,BTCUSDT
1779111110.5283706,ETHUSDT
1779111110.5440195,SOLUSDT
1779111110.5752647,BTCUSDT
1779111110.6221478,ETHUSDT
1779111110.6533947,SOLUSDT
1779111110.6690006,BTCUSDT
1779111110.7315054,ETHUSDT
1779111110.7471433,SOLUSDT
1779111110.7784035,BTCUSDT
1779111110.8252585,ETHUSDT
1779111110.8590333,SOLUSDT
1779111110.8721387,BTCUSDT
1779111110.9346347,ETHUSDT
1779111110.9658682,SOLUSDT
1779111110.981511,BTCUSDT
1779111111.0283916,ETHUSDT
1779111111.0596416,SOLUSDT
1779111111.0909138,BTCUSDT
1779111111,ETHUSDT
1779111111.1690125,SOLUSDT
1779111111.184649,BTCUSDT
1779111111.2315187,ETHUSDT
1779111111.2783725,SOLUSDT
1779111111.2940896,BTCUSDT
1779111111.3408785,ETHUSDT
1779111111.3721552,SOLUSDT
1779111111.387768,BTCUSDT
1779111111.4815035,SOLUSDT
1779111111.4971323,BTCUSDT
1779111111.5440192,ETHUSDT
1779111111.5752568,SOLUSDT
1779111112,BTCUSDT
1779111111.6377785,ETHUSDT
1779111111.6846495,SOLUSDT
1779111111.7002597,BTCUSDT
1779111111.7471318,ETHUSDT
1779111111.7940881,SOLUSDT
